log_date,incident,reported,nature,incident_address,nature_description,date,grouped_nature
08.16.2025,250800855,2025-08-16 04:53:15,SUSP SUBJ,1950 FOOTHILL BLVD; EDWARDS THEATER,Suspicious Subjects,2025-08-16,Suspicious Subjects
08.16.2025,250800857,2025-08-16 05:48:23,PETTY THEFT RPT,1425 FIFTH ST,Petty Theft Report,2025-08-16,Petty Theft
08.16.2025,250800858,2025-08-16 07:33:23,911 INVEST,FOOTHILL BLVD & B ST,911 Investigation,2025-08-16,Other
08.16.2025,250800859,2025-08-16 08:05:25,CODE H SUBJ,B ST & PEYTON RD,5150 Welfare and Institutions Code Subject,2025-08-16,Welfare/Assist
08.16.2025,250800861,2025-08-16 08:45:45,SUSP VEHICLE,2701 MOUNTAIN VIEW DR; BIRCH COURT AND MAPLE COURT APTS,Suspicious Vehicle,2025-08-16,Suspicious Vehicle
08.16.2025,250800863,2025-08-16 09:55:51,SUSP VEHICLE,3660 D ST; CITY HALL,Suspicious Vehicle,2025-08-16,Suspicious Vehicle
08.16.2025,250800864,2025-08-16 10:01:07,ILLEGAL PARKER,ORANGEWOOD ST & VIA DE MANSION,Illegal Parking,2025-08-16,Parking
08.16.2025,250800865,2025-08-16 10:13:00,594PC VANDALISM,2949 KNOLLWOOD AVE;LOBBY,Vandalism,2025-08-16,Vandalism
08.16.2025,250800867,2025-08-16 10:18:57,CITIZEN ASST,3404 WINTERHAVEN DR;LOBBY,Citizen Assist,2025-08-16,Welfare/Assist
08.16.2025,250800868,2025-08-16 10:46:21,SUSP SUBJ,2444 FOOTHILL BLVD; FIVE BELOW,Suspicious Subjects,2025-08-16,Suspicious Subjects
08.16.2025,250800869,2025-08-16 11:17:41,TRAFFIC STOP,WHITE AVE & THIRD ST,Traffic Stop,2025-08-16,Traffic Stop
08.16.2025,250800871,2025-08-16 13:32:07,TC INJURY,ARROW HWY & WHITE AVE,Traffic Collision - Injury,2025-08-16,Traffic Collision
08.16.2025,250800872,2025-08-16 15:53:36,WELFARE CHECK,2421 FOOTHILL BLVD # 6B,Welfare Check,2025-08-16,Welfare/Assist
08.16.2025,250800873,2025-08-16 16:56:50,911 INVEST,2436 BOWDOIN ST,911 Investigation,2025-08-16,Other
08.16.2025,250800874,2025-08-16 17:07:55,PUBLIC INTOX,1600 FOOTHILL BLVD; VONS,Public Intoxication,2025-08-16,Drug/Alcohol
08.16.2025,250800877,2025-08-16 17:55:54,DISTURB NOISE,GOLDEN HILLS RD & COUNTRY CLUB DR,Disturbance - Noise,2025-08-16,Disturbance
08.16.2025,250800878,2025-08-16 18:25:51,AREA CHECK,F ST & FIFTH ST,Area Check,2025-08-16,Other
08.16.2025,250800880,2025-08-16 20:28:23,HUMANE PROBLEM,1440 VIA CORONA,Humane Problem,2025-08-16,Animal
08.16.2025,250800887,2025-08-16 21:00:00,BARKING DOG,1436 ANCONA DR,Barking Dog,2025-08-16,Animal
08.16.2025,250800881,2025-08-16 21:01:38,TRAFFIC STOP,GATE 8,Traffic Stop,2025-08-16,Traffic Stop
08.16.2025,250800882,2025-08-16 21:03:13,AREA CHECK,ALDON AVE & SIXTH ST,Area Check,2025-08-16,Other
08.16.2025,250800884,2025-08-16 21:05:29,SUSP SUBJ,FOOTHILL BLVD & IS210,Suspicious Subjects,2025-08-16,Suspicious Subjects
08.16.2025,250800883,2025-08-16 21:06:11,INDECENT EXPOS,1950 FOOTHILL BLVD; EDWARDS THEATER,Indecent Exposure,2025-08-16,Other
08.16.2025,250800885,2025-08-16 21:18:13,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE,Traffic Stop,2025-08-16,Traffic Stop
08.16.2025,250800886,2025-08-16 21:22:19,SUSP SUBJ,IS210 & FOOTHILL BLVD,Suspicious Subjects,2025-08-16,Suspicious Subjects
08.16.2025,250800888,2025-08-16 21:49:16,BEAR PROB,5485 ROTARY DR,Bear Problem,2025-08-16,Animal
08.16.2025,250800889,2025-08-16 22:23:35,DISTURB PARTY,1317 FIFTH ST,Disturbance - Party,2025-08-16,Disturbance
08.16.2025,250800890,2025-08-16 23:02:40,PDOBS,2229 FOOTHILL BLVD; AMAZON FRESH,Police Department Observed Suspicious Circumstances,2025-08-16,Suspicious Circumstances
08.17.2025,250800893,2025-08-17 01:38:51,PDOBS,ARROW HWY & CARRION RD,Police Department Observed Suspicious Circumstances,2025-08-17,Suspicious Circumstances
08.17.2025,250800894,2025-08-17 01:50:47,DUI,FRUIT ST & IS210,Driving Under the Influence,2025-08-17,Drug/Alcohol
08.17.2025,250800895,2025-08-17 02:49:50,SUSP CIRCS,2345 FOOTHILL BLVD; WABI SABI,Suspicious Circumstances,2025-08-17,Suspicious Circumstances
08.17.2025,250800897,2025-08-17 07:31:09,PDOBS,2462 FOOTHILL BLVD; TARGET,Police Department Observed Suspicious Circumstances,2025-08-17,Suspicious Circumstances
08.17.2025,250800899,2025-08-17 07:45:53,PDOBS,1947 D ST; D STREET SHELL GAS,Police Department Observed Suspicious Circumstances,2025-08-17,Suspicious Circumstances
08.17.2025,250800902,2025-08-17 10:11:31,THEFT VEHICLE,2317 SIXTH ST; LOBBY,Vehicle Theft,2025-08-17,Vehicle Theft
08.17.2025,250800903,2025-08-17 10:18:31,TRAFFIC STOP,4700 ESPERANZA DR,Traffic Stop,2025-08-17,Traffic Stop
08.17.2025,250800905,2025-08-17 11:42:03,PETTY THEFT,2462 FOOTHILL BLVD; TARGET,Petty Theft,2025-08-17,Petty Theft
08.17.2025,250800908,2025-08-17 12:39:07,CITIZEN ASST,3800 BRADFORD ST # 271,Citizen Assist,2025-08-17,Welfare/Assist
08.17.2025,250800907,2025-08-17 12:46:29,TRAFFIC STOP,2120 FOOTHILL BLVD,Traffic Stop,2025-08-17,Traffic Stop
08.17.2025,250800911,2025-08-17 13:05:43,WELFARE CHECK,1193 OAK RIDGE DR,Welfare Check,2025-08-17,Welfare/Assist
08.17.2025,250800913,2025-08-17 13:21:18,CITIZEN ASST,3800 ABBEY WAY; VIA 10-21,Citizen Assist,2025-08-17,Welfare/Assist
08.17.2025,250800910,2025-08-17 13:25:17,SUSP VEHICLE,1475 BONITA AVE,Suspicious Vehicle,2025-08-17,Suspicious Vehicle
08.17.2025,250800912,2025-08-17 13:54:23,CODE H SUBJ,2229 FOOTHILL BLVD # 100; KOHLS,5150 Welfare and Institutions Code Subject,2025-08-17,Welfare/Assist
08.17.2025,250800915,2025-08-17 14:46:31,WELFARE CHECK,2269 FOOTHILL BLVD; MCDONALDS,Welfare Check,2025-08-17,Welfare/Assist
08.17.2025,250800914,2025-08-17 14:46:42,TRAFFIC STOP,FIFTH ST & WHITE AVE,Traffic Stop,2025-08-17,Traffic Stop
08.17.2025,250800916,2025-08-17 14:53:49,911 INVEST,2262 PINTO ST,911 Investigation,2025-08-17,Other
08.17.2025,250800917,2025-08-17 15:00:22,CODE H SUBJ,3660 D ST; CITY HALL,5150 Welfare and Institutions Code Subject,2025-08-17,Welfare/Assist
08.17.2025,250800918,2025-08-17 15:31:21,PDOBS,3640 D ST; LA VERNE LIBRARY,Police Department Observed Suspicious Circumstances,2025-08-17,Suspicious Circumstances
08.17.2025,250800919,2025-08-17 17:09:30,SPEEDING VEH,BONITA AVE & B ST,Speeding Vehicle,2025-08-17,Traffic Enforcement
08.17.2025,250800920,2025-08-17 17:15:45,AREA CHECK,WHEELER AVE & ARROW HWY,Area Check,2025-08-17,Other
08.17.2025,250800923,2025-08-17 19:33:57,TRAFFIC STOP,2462 FOOTHILL BLVD; TARGET,Traffic Stop,2025-08-17,Traffic Stop
08.17.2025,250800925,2025-08-17 19:50:34,LOST PROPERTY,4095 FRUIT ST # 807,Lost Property,2025-08-17,Property
08.17.2025,250800926,2025-08-17 21:40:55,TRAFFIC STOP,MORENO AVE & FOOTHILL BLVD,Traffic Stop,2025-08-17,Traffic Stop
08.17.2025,250800929,2025-08-17 22:09:14,SUSP SUBJ,2929 WHITE AVE,Suspicious Subjects,2025-08-17,Suspicious Subjects
08.17.2025,250800932,2025-08-17 23:20:00,TRAFFIC STOP,2244 FOOTHILL BLVD; CHUZE FITNESS,Traffic Stop,2025-08-17,Traffic Stop
08.17.2025,250800933,2025-08-17 23:33:23,TRAFFIC STOP,WHITE AVE & SECOND ST,Traffic Stop,2025-08-17,Traffic Stop
08.17.2025,250800934,2025-08-17 23:53:05,TRAFFIC STOP,ARROW HWY & D ST,Traffic Stop,2025-08-17,Traffic Stop
08.18.2025,250800938,2025-08-18 00:54:41,DISTURB NOISE,2132 E ST,Disturbance - Noise,2025-08-18,Disturbance
08.18.2025,250800939,2025-08-18 01:11:55,PDOBS,1640 WHITE AVE; PUBLIC STORAGE,Police Department Observed Suspicious Circumstances,2025-08-18,Suspicious Circumstances
08.18.2025,250800940,2025-08-18 01:36:51,TRAFFIC STOP,BONITA AVE & ESTHER AVE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800941,2025-08-18 01:42:02,SUSP VEHICLE,2462 FOOTHILL BLVD; TARGET,Suspicious Vehicle,2025-08-18,Suspicious Vehicle
08.18.2025,250800943,2025-08-18 02:01:04,PDOBS,WHEELER AVE & VERNE ORR WAY,Police Department Observed Suspicious Circumstances,2025-08-18,Suspicious Circumstances
08.18.2025,250800944,2025-08-18 02:19:40,AREA CHECK,2855 FOOTHILL BLVD,Area Check,2025-08-18,Other
08.18.2025,250800945,2025-08-18 02:30:17,TRAFFIC STOP,ARROW HWY & WHITE AVE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800947,2025-08-18 02:53:18,TRAFFIC STOP,FAIRPLEX DR & MCKINLEY AVE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800948,2025-08-18 03:23:46,TRAFFIC STOP,FOOTHILL BLVD & TOWNE CENTER DR,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800957,2025-08-18 07:28:34,CITIZEN ASST,2421 FOOTHILL BLVD; AMBER RIDGE APTS,Citizen Assist,2025-08-18,Welfare/Assist
08.18.2025,250800956,2025-08-18 07:31:41,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800963,2025-08-18 07:41:25,CODE H SUBJ,B ST & SEVENTH ST,5150 Welfare and Institutions Code Subject,2025-08-18,Welfare/Assist
08.18.2025,250800960,2025-08-18 07:49:21,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800962,2025-08-18 08:00:32,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800968,2025-08-18 08:06:14,ILLEGAL PARKER,5255 WHEELER AVE,Illegal Parking,2025-08-18,Parking
08.18.2025,250800964,2025-08-18 08:17:07,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800967,2025-08-18 08:24:42,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800970,2025-08-18 08:32:56,CODE H SUBJ,BIANCA ST & LOGAN ST,5150 Welfare and Institutions Code Subject,2025-08-18,Welfare/Assist
08.18.2025,250800969,2025-08-18 08:35:07,TRAFFIC STOP,GLADSTONE ST & RAMONA AVE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800971,2025-08-18 08:43:40,AREA CHECK,FULTON RD & ARROW HWY,Area Check,2025-08-18,Other
08.18.2025,250800972,2025-08-18 10:55:05,LOST PROPERTY,1562 FOOTHILL BLVD; VERIZON; LOBBY,Lost Property,2025-08-18,Property
08.18.2025,250800975,2025-08-18 12:26:02,SUSP CIRCS,6523 COUNTRY CLUB DR,Suspicious Circumstances,2025-08-18,Suspicious Circumstances
08.18.2025,250800976,2025-08-18 12:38:49,SUSP CIRCS,1452 THIRD ST # 5,Suspicious Circumstances,2025-08-18,Suspicious Circumstances
08.18.2025,250800980,2025-08-18 13:03:47,470 PC FRAUD,1751 CURTISS CT; PAT VITAMINS INC,Fraud Report,2025-08-18,Fraud
08.18.2025,250800978,2025-08-18 13:04:04,TRAFFIC STOP,E ST & THIRD ST,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800979,2025-08-18 13:04:42,FOUND PROP,1600 FOOTHILL BLVD,Found Property,2025-08-18,Property
08.18.2025,250800981,2025-08-18 13:15:01,CITIZEN ASST,2755 ARROW HWY # 124; LOBBY,Citizen Assist,2025-08-18,Welfare/Assist
08.18.2025,250800982,2025-08-18 13:35:34,CODE H SUBJ,2280 DAMIEN AVE; DAMIEN HIGH,5150 Welfare and Institutions Code Subject,2025-08-18,Welfare/Assist
08.18.2025,250800983,2025-08-18 13:48:43,AREA CHECK,WHITE AVE & ARROW HWY,Area Check,2025-08-18,Other
08.18.2025,250800984,2025-08-18 13:54:58,WELFARE CHECK,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL,Welfare Check,2025-08-18,Welfare/Assist
08.18.2025,250800986,2025-08-18 14:24:02,SUSP VEHICLE,3032 WINFIELD AVE,Suspicious Vehicle,2025-08-18,Suspicious Vehicle
08.18.2025,250800985,2025-08-18 14:25:54,TRAFFIC STOP,FOOTHILL BLVD & MORENO AVE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800987,2025-08-18 15:03:38,SPEEDING VEH,YEAGER AVE & WRIGHT AVE,Speeding Vehicle,2025-08-18,Traffic Enforcement
08.18.2025,250800988,2025-08-18 15:29:08,SUSP SUBJ,1122 CANYON VIEW DR,Suspicious Subjects,2025-08-18,Suspicious Subjects
08.18.2025,250800990,2025-08-18 15:33:01,SUSP SUBJ,3602 WHEELER AVE; BRIGHT BEGINNINGS PRESCHOOL,Suspicious Subjects,2025-08-18,Suspicious Subjects
08.18.2025,250800989,2025-08-18 15:34:44,LOST PROPERTY,2061 THIRD ST; LVPD,Lost Property,2025-08-18,Property
08.18.2025,250800991,2025-08-18 16:00:59,GRAND THEFT VEH,2090 FOOTHILL BLVD; STATER BROS,Grand Theft Vehicle,2025-08-18,Grand Theft
08.18.2025,250800992,2025-08-18 16:15:24,911 INVEST,2510 FOOTHILL BLVD; REBEL GAS,911 Investigation,2025-08-18,Other
08.18.2025,250800993,2025-08-18 16:25:44,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800995,2025-08-18 16:36:48,CITE SIGN OFF,2061 THIRD ST; LVPD,Citation Sign Off,2025-08-18,Other
08.18.2025,250800994,2025-08-18 16:37:48,TRAFFIC STOP,WHITE AVE & SECOND ST,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800996,2025-08-18 16:52:39,TRAFFIC STOP,WHITE AVE & ARROW HWY,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250800998,2025-08-18 17:26:14,470 PC FRAUD,4095 FRUIT ST # 505,Fraud Report,2025-08-18,Fraud
08.18.2025,250801000,2025-08-18 18:01:40,TRAFFIC HAZARD,EMERALD AVE & FOOTHILL BLVD,Traffic Hazard,2025-08-18,Traffic Enforcement
08.18.2025,250800999,2025-08-18 18:23:50,SUSP SUBJ,7447 BRYDON RD,Suspicious Subjects,2025-08-18,Suspicious Subjects
08.18.2025,250801002,2025-08-18 19:32:13,TRAFFIC STOP,FRUIT ST & FOOTHILL BLVD,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250801003,2025-08-18 19:48:09,ANIMAL BITE RPT,816 LAKE AVE,Animal Bite Report,2025-08-18,Animal
08.18.2025,250801004,2025-08-18 20:03:48,TRAFFIC STOP,2200 BONITA AVE,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250801005,2025-08-18 20:09:28,SUSP VEHICLE,1480 FOOTHILL BLVD; SPIRIT OF HALLOWEEN,Suspicious Vehicle,2025-08-18,Suspicious Vehicle
08.18.2025,250801006,2025-08-18 20:17:02,AREA CHECK,ARROW HWY & A ST,Area Check,2025-08-18,Other
08.18.2025,250801007,2025-08-18 20:42:17,TRAFFIC STOP,2510 FOOTHILL BLVD; REBEL GAS,Traffic Stop,2025-08-18,Traffic Stop
08.18.2025,250801009,2025-08-18 21:11:50,CITIZEN ASST,4676 ROMOLA AVE,Citizen Assist,2025-08-18,Welfare/Assist
08.18.2025,250801010,2025-08-18 21:33:11,EMBEZZLEMENT,2400 VILLA WAY; LOBBY,EMBEZZLEMENT,2025-08-18,Other
08.18.2025,250801011,2025-08-18 22:04:28,DRUG ACTIVITY,2090 FOOTHILL BLVD; STATER BROS,Drug Activity,2025-08-18,Drug/Alcohol
08.18.2025,250801036,2025-08-18 22:24:10,KEEP THE PEACE,4676 ROMOLA AVE,Keep the Peace,2025-08-18,Welfare/Assist
08.18.2025,250801014,2025-08-18 23:11:41,CITIZEN ASST,2015 CLEAR FALLS AVE,Citizen Assist,2025-08-18,Welfare/Assist
08.18.2025,250801015,2025-08-18 23:36:05,SUSP SUBJ,4626 VALENCIA DR,Suspicious Subjects,2025-08-18,Suspicious Subjects
08.18.2025,250801017,2025-08-18 23:50:18,ANIMAL BITE RPT,6619 WHEELER AVE,Animal Bite Report,2025-08-18,Animal
08.19.2025,250801018,2025-08-19 00:40:37,TRAFFIC STOP,FOOTHILL BLVD & TOWNE CENTER DR,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801019,2025-08-19 00:48:57,TRAFFIC STOP,GROVE / SHASTA,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801021,2025-08-19 01:52:32,TRAFFIC STOP,ARROW HWY & D ST,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801024,2025-08-19 02:13:10,PDOBS,2229 FOOTHILL BLVD # 100; KOHLS,Police Department Observed Suspicious Circumstances,2025-08-19,Suspicious Circumstances
08.19.2025,250801030,2025-08-19 04:05:47,911 INVEST,3530 DAMIEN AVE # 80,911 Investigation,2025-08-19,Other
08.19.2025,250801032,2025-08-19 04:14:12,SUSP VEHICLE,831 DOGWOOD DR,Suspicious Vehicle,2025-08-19,Suspicious Vehicle
08.19.2025,250801037,2025-08-19 07:10:14,TRAFFIC STOP,1000 BASELINE RD,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801038,2025-08-19 07:15:36,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801045,2025-08-19 07:20:08,WELFARE CHECK,2755 ARROW HWY # 116,Welfare Check,2025-08-19,Welfare/Assist
08.19.2025,250801040,2025-08-19 07:22:59,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801041,2025-08-19 07:29:16,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801044,2025-08-19 07:36:14,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801047,2025-08-19 07:48:33,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801049,2025-08-19 08:03:32,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801050,2025-08-19 08:09:56,SUSP SUBJ,2244 FOOTHILL BLVD; CHUZE FITNESS,Suspicious Subjects,2025-08-19,Suspicious Subjects
08.19.2025,250801052,2025-08-19 08:17:51,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801053,2025-08-19 08:26:22,TRAFFIC STOP,2021 D ST; ULV PARKING STRUCTURE,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801054,2025-08-19 08:50:20,CODE H SUBJ,B ST & BONITA AVE,5150 Welfare and Institutions Code Subject,2025-08-19,Welfare/Assist
08.19.2025,250801059,2025-08-19 10:18:44,TC INJURY,914 FOOTHILL BLVD; LA VERNE CAR WASH,Traffic Collision - Injury,2025-08-19,Traffic Collision
08.19.2025,250801061,2025-08-19 10:20:14,CITIZEN ASST,FULTON RD & FIRST ST,Citizen Assist,2025-08-19,Welfare/Assist
08.19.2025,250801058,2025-08-19 10:21:24,TRAFFIC STOP,WHEELER AVE & FOOTHILL BLVD,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801062,2025-08-19 10:30:31,TRAFFIC HAZARD,BONITA AVE & B ST,Traffic Hazard,2025-08-19,Traffic Enforcement
08.19.2025,250801063,2025-08-19 12:01:44,CODE H SUBJ,E ST & SIXTH ST,5150 Welfare and Institutions Code Subject,2025-08-19,Welfare/Assist
08.19.2025,250801065,2025-08-19 12:20:15,SUSP SUBJ,1775 BONITA AVE,Suspicious Subjects,2025-08-19,Suspicious Subjects
08.19.2025,250801066,2025-08-19 13:01:16,CODE H SUBJ,1774 SECOND ST,5150 Welfare and Institutions Code Subject,2025-08-19,Welfare/Assist
08.19.2025,250801067,2025-08-19 13:20:13,CITIZEN ASST,4630 RODEO LN; LOBBY,Citizen Assist,2025-08-19,Welfare/Assist
08.19.2025,250801068,2025-08-19 13:50:56,CITIZEN ASST,1798 VIA ARROYO,Citizen Assist,2025-08-19,Welfare/Assist
08.19.2025,250801071,2025-08-19 15:17:44,PDOBS,WHITE AVE & BONITA AVE,Police Department Observed Suspicious Circumstances,2025-08-19,Suspicious Circumstances
08.19.2025,250801072,2025-08-19 15:27:02,TRAFFIC STOP,BONITA AVE & WHITE AVE,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801073,2025-08-19 15:40:44,TRAFFIC STOP,FOOTHILL BLVD & TOWNE CENTER DR,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801075,2025-08-19 16:54:02,CITIZEN ASST,3530 DAMIEN AVE # 7,Citizen Assist,2025-08-19,Welfare/Assist
08.19.2025,250801077,2025-08-19 17:48:01,ASSIST AGENCY,192 VILLAGE COURT; CRUNCH FITNESS,Assist Other Agency,2025-08-19,Welfare/Assist
08.19.2025,250801078,2025-08-19 17:57:57,KEEP THE PEACE,2755 ARROW HWY # 116,Keep the Peace,2025-08-19,Welfare/Assist
08.19.2025,250801083,2025-08-19 18:14:43,ILLEGAL PARKER,4583 BIXBY DR,Illegal Parking,2025-08-19,Parking
08.19.2025,250801079,2025-08-19 19:03:41,CODE H SUBJ,2298 FOOTHILL BLVD # C; CHIPOTLE,5150 Welfare and Institutions Code Subject,2025-08-19,Welfare/Assist
08.19.2025,250801080,2025-08-19 19:05:58,WELFARE CHECK,6660 SHERWOOD DR,Welfare Check,2025-08-19,Welfare/Assist
08.19.2025,250801081,2025-08-19 19:21:25,594 PC GRAFFITI,3175 BOLLING AVE; LAS FLORES PARK,Vandalism - Graffiti,2025-08-19,Vandalism
08.19.2025,250801084,2025-08-19 19:33:19,CODE H SUBJ,4505 RAMONA AVE # 5,5150 Welfare and Institutions Code Subject,2025-08-19,Welfare/Assist
08.19.2025,250801082,2025-08-19 20:29:28,PETTY THEFT,2462 FOOTHILL BLVD; TARGET,Petty Theft,2025-08-19,Petty Theft
08.19.2025,250801086,2025-08-19 20:59:02,BATTERY IP/JO,2717 ARROW HWY # 51,Battery In Progress / Just Occurred,2025-08-19,Battery
08.19.2025,250801087,2025-08-19 21:27:06,AREA CHECK,1600 BONITA AVE; KUNS PARK,Area Check,2025-08-19,Other
08.19.2025,250801088,2025-08-19 21:46:30,TRAFFIC STOP,BONITA AND ARROW,Traffic Stop,2025-08-19,Traffic Stop
08.19.2025,250801089,2025-08-19 21:57:00,CODE H SUBJ,EVERGREEN ST & D ST,5150 Welfare and Institutions Code Subject,2025-08-19,Welfare/Assist
08.19.2025,250801090,2025-08-19 22:47:34,CODE H SUBJ,2445 FOOTHILL BLVD # A; CAFE X20,5150 Welfare and Institutions Code Subject,2025-08-19,Welfare/Assist
08.20.2025,250801095,2025-08-20 00:45:21,CRIMINAL THREAT,2150 FIRST ST; ULV THE OAKS AE,CRIMINAL THREAT,2025-08-20,Other
08.20.2025,250801097,2025-08-20 03:27:44,AREA CHECK,DAMIEN AVE & JUANITA AVE,Area Check,2025-08-20,Other
08.20.2025,250801099,2025-08-20 04:43:04,SUSP SUBJ,2228 FIRST ST,Suspicious Subjects,2025-08-20,Suspicious Subjects
08.20.2025,250801100,2025-08-20 04:59:43,GTARPT,2200 BLOSSOM LN,Grand Theft Auto Report,2025-08-20,Grand Theft
08.20.2025,250801102,2025-08-20 06:54:03,WELFARE CHECK,1487 FOOTHILL BLVD; WELLS FARGO BANK,Welfare Check,2025-08-20,Welfare/Assist
08.20.2025,250801104,2025-08-20 07:19:38,TRAFFIC ENFORCE,2715 E ST; ROYNON SCHOOL,Traffic Enforcement,2025-08-20,Traffic Enforcement
08.20.2025,250801105,2025-08-20 07:31:41,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801112,2025-08-20 07:40:20,PETTY THEFT RPT,845 BONITA AVE,Petty Theft Report,2025-08-20,Petty Theft
08.20.2025,250801107,2025-08-20 07:44:22,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801109,2025-08-20 07:54:48,TRAFFIC STOP,5200 WHEELER AVE; OAK MESA SCHOOL,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801110,2025-08-20 07:59:28,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801111,2025-08-20 08:07:18,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801115,2025-08-20 08:20:20,AREA CHECK,3620 MORENO AVE # 51,Area Check,2025-08-20,Other
08.20.2025,250801113,2025-08-20 08:20:25,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801114,2025-08-20 08:40:29,911 INVEST,1574 ARROW HWY; STE #F,911 Investigation,2025-08-20,Other
08.20.2025,250801176,2025-08-20 08:44:09,AREA CHECK,3620 MORENO AVE # 51,Area Check,2025-08-20,Other
08.20.2025,250801118,2025-08-20 08:59:19,TRAFFIC STOP,RAMONA AVE & ALLEN AVE,Traffic Stop,2025-08-20,Traffic Stop
08.20.2025,250801120,2025-08-20 09:39:24,911 INVEST,6813 STARLINE ST,911 Investigation,2025-08-20,Other
08.20.2025,250801122,2025-08-20 10:06:25,WELFARE CHECK,5030 CADLEY DR,Welfare Check,2025-08-20,Welfare/Assist
08.20.2025,250801124,2025-08-20 11:07:06,AREA CHECK,1550 BASELINE RD; LA VERNE HEIGHTS SCHOOL,Area Check,2025-08-20,Other
08.20.2025,250801123,2025-08-20 11:09:01,WELFARE CHECK,ARROW HWY & SAN DIMAS CANYON RD,Welfare Check,2025-08-20,Welfare/Assist
08.20.2025,250801125,2025-08-20 11:32:09,911 INVEST,1350 THIRD ST; WHITNEY BUILDING,911 Investigation,2025-08-20,Other
08.20.2025,250801126,2025-08-20 11:39:24,CRIM THRT RPT,2043 D ST; ULV CITRUS HALL,Criminal Threat Report,2025-08-20,Other
08.20.2025,250801130,2025-08-20 12:12:03,CODE H SUBJ,2320 FOOTHILL BLVD # C; JIMMY JOHNS,5150 Welfare and Institutions Code Subject,2025-08-20,Welfare/Assist
08.20.2025,250801131,2025-08-20 12:22:01,TRAFFIC STOP,ARROW HWY & WHEELER AVE,Traffic Stop,2025-08-20,Traffic Stop
