log_date,incident,reported,nature,incident_address
11.23.2025,251101235,21:08:08 11/23/25,DISTURB PERSON,1604 FOOTHILL BLVD; VONS GAS
11.23.2025,251101236,21:16:19 11/23/25,TRAFFIC STOP,FOOTHILL BLVD & D ST
11.23.2025,251101237,22:18:28 11/23/25,SUSP VEHICLE,2721 SHERWIN WAY
11.23.2025,251101238,23:09:08 11/23/25,PDOBS,2488 FOOTHILL BLVD # A; AAA
11.23.2025,251101239,23:17:21 11/23/25,PDOBS,2400 FOOTHILL BLVD # D; CIELO MIO SPA
11.23.2025,251101242,23:57:57 11/23/25,911 INVEST,2257 SEVENTH ST
11.24.2025,251101243,00:22:06 11/24/25,CODE H SUBJ,3680 D ST; COMMUNITY CENTER
11.24.2025,251101244,01:09:31 11/24/25,CODE H SUBJ,3836 EMERALD AVE # A; AC LIQUOR
11.24.2025,251101246,02:30:18 11/24/25,PROWLER,2240 SIXTH ST
11.24.2025,251101250,07:23:12 11/24/25,PDOBS,2416 FOOTHILL BLVD # A; BLAZE PIZZA
11.24.2025,251101251,07:38:26 11/24/25,TRAFFIC STOP,FRUIT ST & IS210
11.24.2025,251101252,07:41:47 11/24/25,CITE SIGN OFF,2061 THIRD ST; LVPD
11.24.2025,251101253,07:49:51 11/24/25,PDOBS,2045 FOOTHILL BLVD; CONNIE BALDWIN STATE FARM INSURANCE
11.24.2025,251101254,07:53:11 11/24/25,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE
11.24.2025,251101255,08:08:24 11/24/25,PDOBS,WHITE AVE & BONITA AVE
11.24.2025,251101256,08:09:24 11/24/25,TRAFFIC HAZARD,FRUIT ST & FOOTHILL BLVD
11.24.2025,251101262,10:18:29 11/24/25,LA VERNE MUNI,2301 DURWARD WAY
11.24.2025,251101261,10:18:29 11/24/25,LA VERNE MUNI,2301 DURWARD WAY
11.24.2025,251101264,10:20:25 11/24/25,CODE H SUBJ,TOWNE CENTER DR & FOOTHILL BLVD
11.24.2025,251101270,11:21:02 11/24/25,BATTERY,1623 DIANE DR; LOBBY
11.24.2025,251101267,11:41:59 11/24/25,CODE H SUBJ,FOOTHILL BLVD & WHITE AVE
11.24.2025,251101279,13:19:57 11/24/25,PDOBS,1120 FOOTHILL BLVD; UNION 76 GAS
11.24.2025,251101282,15:01:23 11/24/25,PDOBS,FAIRPLEX DR & WRIGHT AVE
11.24.2025,251101284,15:25:08 11/24/25,TRAFFIC STOP,BASELINE RD & WHEELER AVE
11.24.2025,251101288,15:25:57 11/24/25,FOUND PROP,BONITA AVE & I ST
11.24.2025,251101285,15:28:44 11/24/25,TC HR NON INJ,FOOTHILL BLVD & FRUIT ST
11.24.2025,251101286,15:56:15 11/24/25,911 INVEST,4095 FRUIT ST # 102
11.24.2025,251101289,16:45:36 11/24/25,CODE H SUBJ,3175 BOLLING AVE; LAS FLORES PARK
11.24.2025,251101291,17:49:48 11/24/25,CITIZEN ASST,2340 FOOTHILL BLVD; MARSHALLS; VIA 10-21
11.24.2025,251101292,17:56:36 11/24/25,AREA CHECK,3102 D ST; BONITA HIGH SCHOOL
11.24.2025,251101290,18:15:55 11/24/25,CODE H SUBJ,2330 FOOTHILL BLVD; TRADER JOES
11.24.2025,251101295,20:31:54 11/24/25,911 INVEST,1580 FOOTHILL BLVD; ROSS
11.24.2025,251101296,20:45:16 11/24/25,TRAFFIC STOP,FOOTHILL & GAREY
11.24.2025,251101297,21:21:40 11/24/25,INDECENT EXPOS,2244 FOOTHILL BLVD; CHUZE FITNESS
11.24.2025,251101298,22:12:27 11/24/25,DISTURB PERSON,2098 FOOTHILL BLVD; IN N OUT
11.24.2025,251101299,22:45:26 11/24/25,AREA CHECK,2244 FOOTHILL BLVD; CHUZE FITNESS
11.25.2025,251101300,00:21:58 11/25/25,CITIZEN ASST,2363 FIRST ST
11.25.2025,251101306,03:04:27 11/25/25,TRAFFIC STOP,WHITE AVE & ARROW HWY
11.25.2025,251101307,03:20:56 11/25/25,PDOBS,2084 FOOTHILL BLVD # H; NOTHING BUNDT CAKES
11.25.2025,251101308,03:39:07 11/25/25,PDOBS,2462 FOOTHILL BLVD; TARGET
11.25.2025,251101309,07:04:00 11/25/25,AREA CHECK,BONITA AVE & WHITE AVE
11.25.2025,251101310,07:14:15 11/25/25,PDOBS,FOOTHILL BLVD & CHELSEA DR
11.25.2025,251101312,07:50:38 11/25/25,TRAFFIC STOP,WHITE AVE & DURWARD WAY
11.25.2025,251101317,08:33:47 11/25/25,594 PC GRAFFITI,1960 SAN DIMAS CANYON RD; EXTRA SPACE STORAGE
11.25.2025,251101316,08:36:20 11/25/25,911 INVEST,3530 DAMIEN AVE # 24
11.25.2025,251101320,09:52:29 11/25/25,PDOBS,2462 FOOTHILL BLVD; TARGET
11.25.2025,251101322,10:09:58 11/25/25,SUSP VEHICLE,FULTON RD & ARROW HWY
11.25.2025,251101324,10:32:21 11/25/25,TRAFFIC STOP,BONITA AVE & WHITE AVE
11.25.2025,251101325,10:36:29 11/25/25,TRAFFIC STOP,WHITE AVE & SEVENTH ST
11.25.2025,251101326,10:49:17 11/25/25,FOUND PROP,VINEWOOD ST & EMERALD AVE; LOBBY
11.25.2025,251101329,11:26:00 11/25/25,CITIZEN ASST,2090 FOOTHILL BLVD; STATER BROS
11.25.2025,251101334,12:26:17 11/25/25,BATTERY IP/JO,5094 CADLEY DR
11.25.2025,251101331,12:26:22 11/25/25,TRAFFIC STOP,FOOTHILL BLVD & CANYON VIEW DR
11.25.2025,251101332,12:29:33 11/25/25,LA VERNE MUNI,2071 THIRD ST
11.25.2025,251101333,12:29:57 11/25/25,PDOBS,FOOTHILL BLVD & TOWNE CENTER DR
11.25.2025,251101337,12:31:36 11/25/25,WELFARE CHECK,2648 PATTIGLEN AVE
11.25.2025,251101336,12:37:28 11/25/25,WELFARE CHECK,2717 ARROW HWY # 158
11.25.2025,251101335,12:47:14 11/25/25,TRAFFIC STOP,BASELINE RD & WHEELER AVE
11.25.2025,251101338,13:35:23 11/25/25,911 INVEST,1600 FOOTHILL BLVD; VONS
11.25.2025,251101339,14:13:16 11/25/25,TRAFFIC STOP,THIRD ST & E ST
11.25.2025,251101343,14:38:13 11/25/25,LOST PROPERTY,3836 EMERALD AVE # A; AC LIQUOR; LOBBY
11.25.2025,251101344,16:06:06 11/25/25,CITE SIGN OFF,2061 THIRD ST; LVPD; LOBBY
11.25.2025,251101345,16:27:03 11/25/25,PETTY THEFT,2462 FOOTHILL BLVD; TARGET
11.25.2025,251101346,17:01:39 11/25/25,CITIZEN ASST,1950 FOOTHILL BLVD; EDWARDS THEATER; LOBBY
11.25.2025,251101347,19:08:06 11/25/25,TRAFFIC STOP,WHEELER AVE & ARROW HWY
11.25.2025,251101348,19:15:17 11/25/25,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD
11.25.2025,251101349,19:32:10 11/25/25,DISTURB SUBJS,3800 BIXBY DR
11.25.2025,251101351,20:55:06 11/25/25,DISTURB SUBJS,2855 FOOTHILL BLVD # C306
11.25.2025,251101352,21:34:59 11/25/25,DISTURB SUBJS,3913 TOPAZ LN
11.25.2025,251101354,21:36:18 11/25/25,AREA CHECK,838 ARBOR CIR
11.25.2025,251101353,21:36:52 11/25/25,HUMANE PROBLEM,ESPERANZA DR & STARLINE ST
11.25.2025,251101355,21:40:50 11/25/25,CITIZEN ASST,2240 SIXTH ST
11.26.2025,251101361,07:00:58 11/26/25,CODE H SUBJ,2315 FOOTHILL BLVD; PANERA BREAD
11.26.2025,251101363,08:15:26 11/26/25,INDECENT EXPOS,2717 ARROW HWY; COPACABANA MOBILE HOMES
11.26.2025,251101364,08:25:44 11/26/25,DISTURB PERSON,1400 FOOTHILL BLVD; CARLS JR
11.26.2025,251101365,09:02:41 11/26/25,ABAND VEH,4838 RAYMOND DR
11.26.2025,251101366,09:13:48 11/26/25,WELFARE CHECK,WHEELER AVE & FOOTHILL BLVD
11.26.2025,251101367,09:30:11 11/26/25,AREA CHECK,BIXBY DR & HEATHER DR
11.26.2025,251101368,09:44:24 11/26/25,CITIZEN ASST,2356 BONITA AVE
11.26.2025,251101370,10:27:28 11/26/25,AREA CHECK,CAMERO AVE & PASEO AVE
11.26.2025,251101371,11:18:51 11/26/25,CODE H SUBJ,WHITE AVE & FOOTHILL BLVD
11.26.2025,251101374,11:33:51 11/26/25,ILLEGAL PARKER,4702 CHAMBER AVE
11.26.2025,251101373,11:35:25 11/26/25,AREA CHECK,2315 FOOTHILL BLVD; PANERA BREAD
11.26.2025,251101372,11:36:23 11/26/25,CITE SIGN OFF,2061 THIRD ST; LVPD; LOBBY
11.26.2025,251101375,12:06:07 11/26/25,ILLEGAL PARKER,4752 CHAMBER AVE
11.26.2025,251101377,12:49:19 11/26/25,CODE H SUBJ,3744 TOWNE CENTER DR
11.26.2025,251101380,13:32:55 11/26/25,SUSP SUBJ,1930 EVERGREEN ST
11.26.2025,251101378,13:34:47 11/26/25,TRAFFIC STOP,THIRD ST & B ST
11.26.2025,251101379,13:35:59 11/26/25,594PC VANDALISM,4095 FRUIT ST # 313
11.26.2025,251101382,13:46:26 11/26/25,KEEP THE PEACE,2138 BONITA AVE
11.26.2025,251101383,14:11:49 11/26/25,459PC VEH/BURG,3906 BIXBY DR
11.26.2025,251101384,14:13:58 11/26/25,TRAFFIC HAZARD,WHITE AVE & FIRST ST
11.26.2025,251101385,14:56:00 11/26/25,CITE SIGN OFF,2061 THIRD ST; LVPD; LOBBY
11.26.2025,251101386,15:24:37 11/26/25,TRAFFIC ENFORCE,LANDEROS AVE & BASELINE RD
11.26.2025,251101388,16:20:21 11/26/25,ILLEGAL PARKER,3834 BIXBY DR
11.26.2025,251101391,17:37:44 11/26/25,AREA CHECK,ARROW HWY & WHITE AVE
11.26.2025,251101390,18:38:55 11/26/25,ILLEGAL PARKER,MARSHALL CREEK DR & LEMONWOOD ST
11.26.2025,251101392,19:10:24 11/26/25,TRAFFIC STOP,2124 THIRD ST
11.26.2025,251101396,20:13:06 11/26/25,SUSP SUBJ,1540 FIRST ST
11.26.2025,251101400,20:59:04 11/26/25,TC HR NON INJ,2244 FOOTHILL BLVD; CHUZE FITNESS
11.26.2025,251101399,21:00:20 11/26/25,CODE H SUBJ,2244 FOOTHILL BLVD; CHUZE FITNESS
11.26.2025,251101401,22:21:00 11/26/25,DISTURB SUBJS,3800 BRADFORD ST # 63
11.26.2025,251101402,22:42:48 11/26/25,DISTURB SHOTS,1077 MILDRED ST
11.26.2025,251101403,23:14:06 11/26/25,TRAFFIC ENFORCE,5412 WHEELER AVE
11.27.2025,251101405,00:22:32 11/27/25,DUI,ARROW HWY & WHEELER AVE
11.27.2025,251101406,00:30:34 11/27/25,911 INVEST,SECOND ST & WHITE AVE
11.27.2025,251101413,07:21:28 11/27/25,CODE H SUBJ,2244 FOOTHILL BLVD; CHUZE FITNESS
11.27.2025,251101414,07:58:04 11/27/25,PDOBS,2080 FOOTHILL BLVD
11.27.2025,251101415,08:43:57 11/27/25,911 INVEST,1431 FOOTHILL BLVD
11.27.2025,251101418,09:54:47 11/27/25,SUSP SUBJ,730 DOGWOOD DR
11.27.2025,251101421,10:32:03 11/27/25,DISTURB NOISE,1884 BONITA AVE
11.27.2025,251101423,14:10:14 11/27/25,459PC BURGLARY,4799 HALE AVE
11.27.2025,251101426,15:08:24 11/27/25,WELFARE CHECK,1337 FIFTH ST
11.27.2025,251101427,16:07:15 11/27/25,DISTURB PERSON,2855 FOOTHILL BLVD # C206
11.27.2025,251101429,16:35:38 11/27/25,SPEEDING VEH,DURWARD WAY & WHITE AVE
11.27.2025,251101428,16:40:26 11/27/25,911 INVEST,3945 BRADFORD ST; CASITAS MOBILE HOMES
11.27.2025,251101430,16:42:59 11/27/25,SUSP CIRCS,2061 THIRD ST; LVPD
11.27.2025,251101431,16:52:20 11/27/25,WELFARE CHECK,1623 DIANE DR
11.27.2025,251101432,17:21:11 11/27/25,911 INVEST,3317 BENTON AVE
11.27.2025,251101435,20:20:31 11/27/25,SUSP VEHICLE,3800 BRADFORD ST # 2
11.27.2025,251101437,20:24:44 11/27/25,594 PC GRAFFITI,7201 STEPHENS RANCH RD; LOWELL BRANDT PARK
11.27.2025,251101436,20:28:22 11/27/25,BARKING DOG,5075 OLD RANCH RD
11.27.2025,251101438,22:05:49 11/27/25,SUSP VEHICLE,OLD RANCH RD & OAK RIDGE DR
11.28.2025,251101442,00:13:09 11/28/25,CODE H SUBJ,4095 FRUIT ST # 202
11.28.2025,251101444,00:23:28 11/28/25,CITIZEN ASST,4723 FOX GLEN AVE; VIA 10-21
11.28.2025,251101443,00:25:07 11/28/25,SUSP SUBJ,2567 COLLEGE LN
11.28.2025,251101445,01:07:56 11/28/25,SUSP SUBJ,2646 SYCAMORE DR
11.28.2025,251101446,01:37:04 11/28/25,PDOBS,750 ARROW HWY; H2O FIRE PROTECTION INC
11.28.2025,251101447,01:46:33 11/28/25,BIKE TRAFFIC,SIXTH ST & WHITE AVE
11.28.2025,251101449,04:49:46 11/28/25,SUSP CIRCS,3625 WILLIAMS AVE
11.28.2025,251101452,08:17:32 11/28/25,GTARPT,2061 THIRD ST; LVPD
11.28.2025,251101454,09:53:54 11/28/25,FOUND PROP,4095 FRUIT ST; FOOTHILL TERRACE MOBILE HOMES
11.28.2025,251101455,10:37:44 11/28/25,THEFT VEHICLE,3536 DUNE LN
11.28.2025,251101457,11:41:46 11/28/25,TRAFFIC STOP,WHITE AVE & SIXTH ST
11.28.2025,251101458,12:06:15 11/28/25,SOLICITOR,1487 FOOTHILL BLVD; WELLS FARGO BANK
11.28.2025,251101459,12:49:45 11/28/25,LA VERNE MUNI,388 SUN ROSE ST
11.28.2025,251101460,13:01:01 11/28/25,DISTURB PERSON,2333 FOOTHILL BLVD; POMONA VALLEY HEALTH CENTER
11.28.2025,251101464,13:47:15 11/28/25,TRAFFIC STOP,WHEELER AVE & GOLDEN HILLS RD
11.28.2025,251101465,14:23:41 11/28/25,CODE H SUBJ,2105 FOOTHILL BLVD # A; YOGURTLAND
11.28.2025,251101469,14:42:03 11/28/25,ABAND VEH,2243 PINTO ST
11.28.2025,251101466,15:04:23 11/28/25,SUSP CIRCS,2320 FOOTHILL BLVD # C; JIMMY JOHNS
11.28.2025,251101468,15:08:11 11/28/25,CITIZEN ASST,3713 HELENA CIR
11.28.2025,251101467,15:15:34 11/28/25,AREA CHECK,1950 FOOTHILL BLVD; EDWARDS THEATER
11.28.2025,251101471,15:56:43 11/28/25,CODE H SUBJ,2244 FOOTHILL BLVD; CHUZE FITNESS
11.28.2025,251101472,16:12:25 11/28/25,PDOBS,2268 FOOTHILL BLVD; ALDI
11.28.2025,251101475,17:42:56 11/28/25,ASSIST AGENCY,1623 N MILLS AVE
11.28.2025,251101476,18:46:18 11/28/25,AREA CHECK,2132 BLOSSOM LN; SHADOW MOUNTAIN APTS
11.28.2025,251101478,20:14:12 11/28/25,TRAFFIC STOP,FOOTHILL BLVD & D ST
11.28.2025,251101480,20:32:42 11/28/25,TRAFFIC STOP,FOOTHILL BLVD & FRUIT ST
11.28.2025,251101481,20:47:33 11/28/25,LOST PROPERTY,3102 D ST; BONITA HIGH SCHOOL; LOBBY
11.28.2025,251101483,21:44:59 11/28/25,SUSP SUBJ,1612 FOOTHILL BLVD; SUPERCUTS
11.28.2025,251101484,21:58:27 11/28/25,CODE H SUBJ,2120 FOOTHILL BLVD
11.28.2025,251101486,23:16:35 11/28/25,DISTURB PERSON,2068 SIXTH ST
11.28.2025,251101487,23:36:02 11/28/25,TRAFFIC STOP,GATE 9 ; WHITE AVE
11.29.2025,251101488,00:20:47 11/29/25,ASSIST AGENCY,1813 YEAGER AVE; INTERNAL TOOL
11.29.2025,251101489,01:14:17 11/29/25,911 INVEST,4221 STONE CIR
11.29.2025,251101490,01:48:44 11/29/25,TRAFFIC STOP,ARROW HWY & A ST
11.29.2025,251101491,02:22:53 11/29/25,TRAFFIC STOP,SUN ROSE ST & SAN DIMAS CANYON RD
11.29.2025,251101494,03:00:45 11/29/25,PDOBS,2269 FOOTHILL BLVD; MCDONALDS
11.29.2025,251101495,03:06:39 11/29/25,PDOBS,2497 FOOTHILL BLVD # E; GOLD COAST DENTAL
11.29.2025,251101496,08:47:45 11/29/25,SUSP SUBJ,4575 RAMONA AVE
11.29.2025,251101497,09:09:28 11/29/25,459PC BURGLARY,1640 WHITE AVE
11.29.2025,251101498,09:25:00 11/29/25,DISTURB PERSON,2400 SAN DIMAS CANYON RD # 237
11.29.2025,251101499,10:27:45 11/29/25,KEEP THE PEACE,919 FOOTHILL BLVD; MR DS DINER
11.29.2025,251101500,10:37:04 11/29/25,TRAFFIC STOP,FOOTHILL BLVD & MORENO AVE
11.29.2025,251101501,11:26:55 11/29/25,MISSING ADULT,3069 KNOLLWOOD AVE; LOBBY
11.29.2025,251101503,12:23:39 11/29/25,WELFARE CHECK,SANTIAGO & AVENIDA DEL RISCO
11.29.2025,251101504,12:27:15 11/29/25,CITIZEN ASST,2400 SAN DIMAS CANYON RD # 237
11.29.2025,251101505,13:40:52 11/29/25,911 INVEST,1941 FOOTHILL BLVD; KATIES PET DEPOT
11.29.2025,251101506,14:11:34 11/29/25,THEFT VEHICLE,2244 FOOTHILL BLVD; CHUZE FITNESS
11.29.2025,251101508,15:18:45 11/29/25,BARKING DOG,1427 VIA CORTA
11.29.2025,251101507,15:21:48 11/29/25,ASSIST AGENCY,847 YUBA LN; CLAREMONT
11.29.2025,251101509,15:30:09 11/29/25,459PC BURGLARY,1640 WHITE AVE; PUBLIC STORAGE
11.29.2025,251101510,16:43:15 11/29/25,911 INVEST,3620 MORENO AVE; LA VERNE MOBILE COUNTRY CLUB
11.29.2025,251101511,17:06:42 11/29/25,SUSP VEHICLE,1560 FOOTHILL BLVD; RODEO JEWELERS
11.29.2025,251101513,19:14:13 11/29/25,911 INVEST,1961 VALENTINE CIR
11.29.2025,251101514,19:17:09 11/29/25,WELFARE CHECK,2755 ARROW HWY # 102
11.29.2025,251101515,20:12:41 11/29/25,SUSP VEHICLE,C ST & THIRD ST
11.29.2025,251101516,20:33:36 11/29/25,PDOBS,1350 ARROW HWY; SOWING SEEDS FOR LIFE
11.29.2025,251101517,20:34:14 11/29/25,TRAFFIC STOP,FOOTHILL BLVD & MORENO AVE
11.29.2025,251101518,20:41:16 11/29/25,CODE H SUBJ,2855 FOOTHILL BLVD; LA VERNE VILLAGE APTS
11.29.2025,251101521,21:56:06 11/29/25,TRAFFIC STOP,FOOTHILL BLVD & BIXBY DR
11.29.2025,251101522,22:07:14 11/29/25,DISTURB PERSON,4095 FRUIT ST # 721
11.29.2025,251101524,22:23:02 11/29/25,PDOBS,5001 VIA DE MANSION; HERITAGE PARK
11.29.2025,251101525,22:27:25 11/29/25,TRAFFIC STOP,FOOTHILL BLVD & CHELSEA DR
11.29.2025,251101527,23:28:29 11/29/25,TRAFFIC STOP,WHEELER AVE & FOOTHILL BLVD
11.29.2025,251101528,23:36:03 11/29/25,DUI,2510 FOOTHILL BLVD; REBEL GAS
11.30.2025,251101529,00:03:34 11/30/25,DISTURB PERSON,FOOTHILL BLVD & WHITE AVE
11.30.2025,251101530,00:13:54 11/30/25,911 INVEST,4095 FRUIT ST # 723
11.30.2025,251101531,00:34:17 11/30/25,TRAFFIC STOP,FOOTHILL BLVD & TOWNE CENTER DR
11.30.2025,251101532,02:23:59 11/30/25,TRESPASS,BONITA AVE & C ST
11.30.2025,251101533,02:44:23 11/30/25,CODE H SUBJ,3720 TOWNE CENTER DR; 711
11.30.2025,251101534,03:37:15 11/30/25,SUSP SUBJ,WHITE AVE & BONITA AVE
11.30.2025,251101535,03:46:24 11/30/25,TRESPASS,1950 THIRD ST; ULV
11.30.2025,251101536,05:35:12 11/30/25,DISTURB NOISE,2395 FIFTH ST
11.30.2025,251101537,07:48:27 11/30/25,PDOBS,2340 FOOTHILL BLVD; MARSHALLS
11.30.2025,251101538,08:05:11 11/30/25,PDOBS,2497 FOOTHILL BLVD # E; GOLD COAST DENTAL
11.30.2025,251101539,09:23:15 11/30/25,TRAFFIC STOP,FOOTHILL BLVD & CANYON VIEW DR
11.30.2025,251101541,09:46:49 11/30/25,911 INVEST,1158 BEAVER WAY
11.30.2025,251101543,10:10:06 11/30/25,CODE H SUBJ,1600 FOOTHILL BLVD; VONS
11.30.2025,251101542,10:10:33 11/30/25,594 PC GRAFFITI,3175 BOLLING AVE; LAS FLORES PARK
11.30.2025,251101544,10:13:57 11/30/25,CITE SIGN OFF,2061 THIRD ST; LVPD
11.30.2025,251101545,10:37:19 11/30/25,CITIZEN ASST,3913 TOPAZ LN;LOBBY
11.30.2025,251101546,10:49:13 11/30/25,TRAFFIC HAZARD,2282 ARROW HWY
11.30.2025,251101550,13:26:21 11/30/25,CODE H SUBJ,2333 FOOTHILL BLVD; POMONA VALLEY HEALTH CENTER
11.30.2025,251101551,13:36:08 11/30/25,KEEP THE PEACE,553 JUNIPER ST
11.30.2025,251101554,13:56:36 11/30/25,PETTY THEFT,1652 YEAGER AVE; INTELLI TECH
11.30.2025,251101553,14:01:17 11/30/25,TRAFFIC STOP,WHITE AVE & ARROW HWY
11.30.2025,251101555,14:32:35 11/30/25,HAIL BY CITIZEN,WRIGHT AVE & CORRIGAN CT
11.30.2025,251101556,14:58:42 11/30/25,PDOBS,1473 FOOTHILL BLVD; REBIRTH GYM
11.30.2025,251101559,15:20:45 11/30/25,SHOPLIFTER IC,2462 FOOTHILL BLVD; TARGET
11.30.2025,251101558,15:22:00 11/30/25,TRAFFIC STOP,FOOTHILL BLVD & TOWNE CENTER DR
11.30.2025,251101563,15:24:17 11/30/25,ILLEGAL PARKER,2366 EIGHTH ST
11.30.2025,251101561,16:08:56 11/30/25,AREA CHECK,5200 WHEELER AVE; OAK MESA SCHOOL
11.30.2025,251101565,16:52:14 11/30/25,CODE H SUBJ,1600 FOOTHILL BLVD; VONS
11.30.2025,251101571,19:12:30 11/30/25,459PC BURGLARY,1977 GOLDEN HILLS RD
11.30.2025,251101572,19:14:50 11/30/25,WELFARE CHECK,1525 MAPLEWOOD ST
11.30.2025,251101573,19:31:33 11/30/25,TRESPASS,2043 D ST; ULV CITRUS HALL
11.30.2025,251101574,20:03:53 11/30/25,CODE H SUBJ,FOOTHILL BLVD & CHELSEA DR
11.30.2025,251101575,20:07:34 11/30/25,CODE H SUBJ,WHEELER AVE & FOOTHILL BLVD
11.30.2025,251101576,22:01:16 11/30/25,WELFARE CHECK,642 LANTANA ST
11.30.2025,251101578,23:26:29 11/30/25,TRESPASS,2043 D ST; ULV CITRUS HALL
12.01.2025,251200001,00:30:15 12/01/25,911 INVEST,2909 ARROW HWY # 74
12.01.2025,251200002,01:42:34 12/01/25,PDOBS,2345 FOOTHILL BLVD; WABI SABI
12.01.2025,251200004,02:52:26 12/01/25,TRAFFIC STOP,WHITE AVE & ARROW HWY
12.01.2025,251200009,06:33:48 12/01/25,CODE H SUBJ,2269 FOOTHILL BLVD; MCDONALDS
12.01.2025,251200007,07:22:46 12/01/25,TRAFFIC STOP,BASELINE RD & RODEO LN
12.01.2025,251200008,07:30:27 12/01/25,TRAFFIC STOP,BASELINE RD & RODEO LN
12.01.2025,251200011,08:43:24 12/01/25,TRAFFIC HAZARD,WHITE AVE & ARROW HWY
12.01.2025,251200012,08:59:05 12/01/25,TRAFFIC HAZARD,WHEELER AVE & ARROW HWY
12.01.2025,251200013,09:01:48 12/01/25,AREA CHECK,D ST & THIRD ST
12.01.2025,251200015,09:54:09 12/01/25,TRAFFIC STOP,2244 FOOTHILL BLVD; CHUZE FITNESS
12.01.2025,251200016,10:16:26 12/01/25,SUSP CIRCS,2365 SIXTH ST
12.01.2025,251200017,10:37:13 12/01/25,TRAFFIC STOP,855 BONITA AVE
12.01.2025,251200018,11:07:02 12/01/25,TRAFFIC STOP,WHEELER AVE & OLD WHEELER RD
12.01.2025,251200019,11:50:58 12/01/25,911 INVEST,5069 SAINT ANDRES AVE
12.01.2025,251200020,11:51:59 12/01/25,911 INVEST,3530 DAMIEN AVE # 177
12.01.2025,251200022,12:08:45 12/01/25,470 PC FRAUD,2575 FIFTH ST; LOBBY
12.01.2025,251200021,12:33:48 12/01/25,TRAFFIC STOP,WHITE AVE & BONITA AVE
12.01.2025,251200024,12:36:28 12/01/25,CITIZEN ASST,1350 THIRD ST; WHITNEY BUILDING
12.01.2025,251200023,12:40:19 12/01/25,TRAFFIC STOP,FOOTHILL BLVD & BRADFORD ST
12.01.2025,251200025,12:43:22 12/01/25,PETTY THEFT RPT,1520 VIA CORONA
12.01.2025,251200026,13:41:22 12/01/25,AREA CHECK,ARROW HWY & E ST
12.01.2025,251200027,14:54:24 12/01/25,CITIZEN ASST,2237 C ST; MILLER HALL
12.01.2025,251200029,15:06:27 12/01/25,BATTERY IP/JO,FOOTHILL BLVD & WHEELER AVE
12.01.2025,251200031,15:35:38 12/01/25,ILLEGAL PARKER,OLIVEWOOD ST & MARSHALL CREEK DR
12.01.2025,251200033,18:14:37 12/01/25,CODE H SUBJ,WHITE AVE & FOOTHILL BLVD
12.01.2025,251200034,18:17:40 12/01/25,DRUG ACTIVITY,1580 FOOTHILL BLVD; ROSS
12.01.2025,251200032,18:32:59 12/01/25,BATTERY IP/JO,2298 FOOTHILL BLVD # C; CHIPOTLE
12.01.2025,251200035,19:27:27 12/01/25,911 INVEST,4507 RIO ST
12.01.2025,251200036,19:39:41 12/01/25,TRAFFIC STOP,WHITE AVE & FIRST ST
12.01.2025,251200039,20:58:16 12/01/25,PDOBS,2082 FOOTHILL BLVD; PEARL DENTAL GROUP
12.01.2025,251200040,22:14:57 12/01/25,911 INVEST,2703 PARK AVE
12.02.2025,251200041,01:39:12 12/02/25,TRAFFIC STOP,ARROW HWY & D ST
12.02.2025,251200042,01:56:11 12/02/25,PDOBS,2244 FOOTHILL BLVD; CHUZE FITNESS
12.02.2025,251200043,02:41:53 12/02/25,TRAFFIC STOP,FOOTHILL BLVD & EMERALD AVE
12.02.2025,251200047,06:26:22 12/02/25,SUSP VEHICLE,2243 PINTO ST
12.02.2025,251200046,07:12:24 12/02/25,TRAFFIC STOP,BASELINE RD & RODEO LN
12.02.2025,251200048,07:21:05 12/02/25,TRAFFIC STOP,BASELINE RD & RODEO LN
12.02.2025,251200050,07:32:26 12/02/25,TRAFFIC STOP,BASELINE RD & RODEO LN
12.02.2025,251200051,08:01:14 12/02/25,TRAFFIC STOP,1550 BASELINE RD; LA VERNE HEIGHTS SCHOOL
12.02.2025,251200052,08:08:16 12/02/25,CITIZEN ASST,5931 OVERHOLTZER DR
12.02.2025,251200056,08:20:56 12/02/25,CITIZEN ASST,1911 WALNUT ST; LOBBY
12.02.2025,251200054,08:24:01 12/02/25,TRAFFIC STOP,1100 BASELINE RD
12.02.2025,251200055,08:27:24 12/02/25,TRAFFIC STOP,1200 BASELINE RD
12.02.2025,251200060,08:28:03 12/02/25,CITIZEN ASST,4344 CHELSEA DR; VIA 10-21
12.02.2025,251200057,08:38:57 12/02/25,KEEP THE PEACE,2356 BONITA AVE
12.02.2025,251200059,09:01:54 12/02/25,CODE H SUBJ,1201 FOOTHILL BLVD; IHOP
12.02.2025,251200068,09:42:43 12/02/25,470 PC FRAUD,6020 BIRDIE DR; LOBBY
12.02.2025,251200063,10:07:57 12/02/25,PPI,2356 BONITA AVE
12.02.2025,251200065,10:20:11 12/02/25,CITIZEN ASST,2356 BONITA AVE
12.02.2025,251200066,10:44:13 12/02/25,CITIZEN ASST,2356 BONITA AVE
12.02.2025,251200067,10:50:30 12/02/25,DISTURB PERSON,2268 FOOTHILL BLVD; ALDI
12.02.2025,251200069,11:17:41 12/02/25,WELFARE CHECK,ESPERANZA DR & BASELINE RD
